@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)'

@attribute text STRING
@attribute __directive_class__ {directive,non-directive}

@data
' Returns the font descriptor for the font with the given symbolic\n font name. Returns the default font if there is no special value\n associated with that name\n \n @param symbolicName symbolic font name\n @return the font descriptor (never null)\n \n @since 3.3\n',directive
' Returns the font descriptor for the font with the given symbolic\n font name. ',non-directive
'Returns the default font if there is no special value\n associated with that name\n \n ',directive
'@param symbolicName symbolic font name\n ',non-directive
'@return the font descriptor (never null)\n \n ',directive
'@since 3.3\n',non-directive
' Returns the font data associated with the given symbolic font name.\n Returns the default font data if there is no special value associated\n with that name.\n\n @param symbolicName symbolic font name\n @return the font\n',non-directive
' Returns the font data associated with the given symbolic font name.\n ',non-directive
'Returns the default font data if there is no special value associated\n with that name.\n\n ',directive
'@param symbolicName symbolic font name\n ',non-directive
'@return the font\n',non-directive
' Returns the font associated with the given symbolic font name.\n Returns the default font if there is no special value associated\n with that name.\n <p>\n This method should only be called from the UI thread. If you are not on the UI\n thread then wrap the call with a\n <code>PlatformUI.getWorkbench().getDisplay().synchExec()</code> in order to\n guarantee the correct result. Failure to do this may result in an {@link\n SWTException} being thrown.\n </p>\n @param symbolicName symbolic font name\n @return the font\n',directive
' Returns the font associated with the given symbolic font name.\n ',non-directive
'Returns the default font if there is no special value associated\n with that name.\n ',directive
'<p>\n This method should only be called from the UI thread. ',directive
'If you are not on the UI\n thread then wrap the call with a\n <code>PlatformUI.getWorkbench().getDisplay().synchExec()</code> in order to\n guarantee the correct result. ',directive
'Failure to do this may result in an {',directive
'@link\n SWTException} being thrown.\n ',directive
'</p>\n ',non-directive
'@param symbolicName symbolic font name\n ',non-directive
'@return the font\n',non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
?,non-directive
' Adds (or replaces) a font to this font registry under the given\n symbolic name.\n <p>\n A property change event is reported whenever the mapping from\n a symbolic name to a font changes. The source of the event is\n this registry; the property name is the symbolic font name.\n </p>\n\n @param symbolicName the symbolic font name\n @param fontData an Array of FontData\n',non-directive
' Adds (or replaces) a font to this font registry under the given\n symbolic name.\n ',non-directive
'<p>\n A property change event is reported whenever the mapping from\n a symbolic name to a font changes. ',directive
'The source of the event is\n this registry; the property name is the symbolic font name.\n ',directive
'</p>\n\n ',non-directive
'@param symbolicName the symbolic font name\n ',non-directive
'@param fontData an Array of FontData\n',non-directive
' Returns the font descriptor for the JFace default font.\n \n @return the font descriptor for the JFace default font\n @since 3.3\n',non-directive
' Returns the font descriptor for the JFace default font.\n \n',non-directive
?,non-directive
'@return the font descriptor for the JFace default font\n ',non-directive
'@since 3.3\n',non-directive
' Load the FontRegistry using the ClassLoader from the PlatformUI\n plug-in\n <p>\n This method should only be called from the UI thread. If you are not on the UI\n thread then wrap the call with a\n <code>PlatformUI.getWorkbench().getDisplay().synchExec()</code> in order to\n guarantee the correct result. Failure to do this may result in an {@link\n SWTException} being thrown.\n </p>\n @param location the location to read the resource bundle from\n @throws MissingResourceException Thrown if a resource is missing\n',directive
' Load the FontRegistry using the ClassLoader from the PlatformUI\n plug-in\n <p>\n This method should only be called from the UI thread. ',directive
'If you are not on the UI\n thread then wrap the call with a\n <code>PlatformUI.getWorkbench().getDisplay().synchExec()</code> in order to\n guarantee the correct result. ',directive
'Failure to do this may result in an {',directive
'@link\n SWTException} being thrown.\n ',directive
'</p>\n ',non-directive
'@param location the location to read the resource bundle from\n ',non-directive
'@throws MissingResourceException Thrown if a resource is missing\n',directive
' Creates an empty font registry.\n\n @param display the Display\n',non-directive
' Creates an empty font registry.\n\n ',non-directive
'@param display the Display\n',non-directive
' Creates an empty font registry.\n \n @param display\n            the <code>Display</code>\n @param cleanOnDisplayDisposal\n            whether all fonts allocated by this <code>FontRegistry</code>\n            should be disposed when the display is disposed\n @since 3.1\n',directive
' Creates an empty font registry.\n \n',non-directive
?,non-directive
'@param display\n            the <code>Display</code>\n ',non-directive
'@param cleanOnDisplayDisposal\n            whether all fonts allocated by this <code>FontRegistry</code>\n            should be disposed when the display is disposed\n ',non-directive
'@since 3.1\n',non-directive
' Runnable that cleans up the manager on disposal of the display.\n',non-directive
' Runnable that cleans up the manager on disposal of the display.\n',non-directive
' Interface for UI components which can execute a long-running operation\n in the form of an <code>IRunnableWithProgress</code>.\n The context is responsible for displaying a progress indicator and Cancel\n button to the end user while the operation is in progress; the context\n supplies a progress monitor to be used from code running inside the operation.\n Note that an <code>IRunnableContext</code> is not a runnable itself.\n <p>\n For examples of UI components which implement this interface,\n see <code>ApplicationWindow</code>, <code>ProgressMonitorDialog</code>,\n and <code>WizardDialog</code>.\n </p>\n\n @see IRunnableWithProgress\n @see org.eclipse.jface.window.ApplicationWindow\n @see org.eclipse.jface.dialogs.ProgressMonitorDialog\n @see org.eclipse.jface.wizard.WizardDialog\n',directive
' Interface for UI components which can execute a long-running operation\n in the form of an <code>IRunnableWithProgress</code>.\n ',non-directive
'The context is responsible for displaying a progress indicator and Cancel\n button to the end user while the operation is in progress; the context\n supplies a progress monitor to be used from code running inside the operation.\n ',directive
'Note that an <code>IRunnableContext</code> is not a runnable itself.\n ',directive
