@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)'

@attribute text STRING
@attribute __directive_class__ {directive,non-directive}

@data
' Adjusts the enable state of the OK   button to reflect the state of the currently active   page in this container.  <p>  This method is called by the container itself  when its preference page changes and may be called  by the page at other times to force a button state  update.  </p> ',directive
' Adjusts the enable state of the OK   button to reflect the state of the currently active   page in this container.  ',non-directive
'<p>  This method is called by the container itself  when its preference page changes and may be called  by the page at other times to force a button state  update.  ',directive
'</p> ',non-directive
' Updates the message (or error message) shown in the message line to   reflect the state of the currently active page in this container.  <p>  This method is called by the container itself  when its preference page changes and may be called  by the page at other times to force a message   update.  </p> ',directive
' Updates the message (or error message) shown in the message line to   reflect the state of the currently active page in this container.  ',non-directive
'<p>  This method is called by the container itself  when its preference page changes and may be called  by the page at other times to force a message   update.  ',directive
'</p> ',non-directive
' Updates the title to reflect the state of the   currently active page in this container.  <p>  This method is called by the container itself  when its page changes and may be called  by the page at other times to force a title    update.  </p> ',directive
' Updates the title to reflect the state of the   currently active page in this container.  ',non-directive
'<p>  This method is called by the container itself  when its page changes and may be called  by the page at other times to force a title    update.  ',directive
'</p> ',non-directive
' The <code>_ClassElement_</code> is a wrapper for a button that displays a  selected <code>Color</code> and allows the user to change the selection. ',non-directive
' The <code>_ClassElement_</code> is a wrapper for a button that displays a  selected <code>Color</code> and allows the user to change the selection. ',non-directive
' Adds a property change listener to this <code>_ClassElement_</code>.  Events are fired when the color in the control changes via the user  clicking an selecting a new one in the color dialog. No event is fired in  the case where <code>_ClassElement_(RGB)</code> is invoked.    @param listener             a property change listener  @since _ClassPathElement_ ',directive
' Adds a property change listener to this <code>_ClassElement_</code>.  ',non-directive
'Events are fired when the color in the control changes via the user  clicking an selecting a new one in the color dialog. ',directive
'No event is fired in  the case where <code>_ClassElement_(RGB)</code> is invoked.   ',directive
?,non-directive
'@param listener             a property change listener  ',non-directive
'@since _ClassPathElement_ ',non-directive
' Get the button control being wrappered by the selector.    @return <code>Button</code> ',non-directive
